churn,tenure_months,monthly_charges,total_services,support_calls_last90d,late_payments_12m,downtime_hrs_6m,contract,internet,payment_method,support_tier,promo_status
0,32.1,54.25,1,2,1,3.03,two-year,dsl,credit_card,basic,never
0,9.8,23.2,1,0,0,2.63,one-year,dsl,credit_card,plus,past
1,5.0,66.97,2,3,0,4.45,month-to-month,fiber,electronic_check,basic,current
0,12.5,101.73,1,1,1,1.44,one-year,dsl,electronic_check,basic,current
0,9.6,54.98,4,1,0,0.14,month-to-month,dsl,credit_card,basic,never
0,6.0,88.13,2,4,1,2.09,one-year,dsl,electronic_check,basic,past
0,30.8,24.44,0,2,1,0.49,month-to-month,none,credit_card,premium,past
1,25.4,88.0,3,4,1,3.88,two-year,dsl,electronic_check,basic,never
0,41.4,57.32,3,3,1,0.25,one-year,none,electronic_check,basic,past
0,41.5,81.96,1,2,2,4.31,one-year,fiber,credit_card,plus,current
0,30.3,68.42,3,2,2,0.0,month-to-month,dsl,electronic_check,basic,past
0,9.0,81.44,2,3,1,2.39,two-year,fiber,credit_card,basic,current
0,10.3,68.01,3,1,2,2.87,month-to-month,dsl,credit_card,basic,never
0,6.2,67.89,2,5,1,1.83,one-year,fiber,bank_transfer,basic,past
0,7.0,81.23,3,2,1,1.72,two-year,dsl,electronic_check,basic,current
1,8.9,109.89,2,3,0,2.15,month-to-month,dsl,credit_card,basic,current
0,40.5,50.1,2,2,0,1.0,month-to-month,dsl,bank_transfer,plus,never
0,3.0,53.13,1,2,0,2.29,month-to-month,fiber,bank_transfer,basic,past
0,31.0,58.48,1,1,1,4.04,month-to-month,dsl,bank_transfer,basic,past
1,14.4,74.03,2,3,0,1.49,month-to-month,fiber,electronic_check,basic,past
0,0.9,85.02,2,3,0,0.6,month-to-month,fiber,bank_transfer,basic,never
0,51.2,61.25,4,0,1,2.62,two-year,dsl,electronic_check,plus,never
0,72.0,68.0,1,2,1,1.6,month-to-month,none,electronic_check,basic,never
0,27.8,59.3,1,2,0,2.67,month-to-month,fiber,credit_card,basic,past
1,7.8,67.58,1,5,2,2.62,month-to-month,fiber,bank_transfer,basic,past
0,7.2,57.84,1,2,1,0.51,one-year,none,bank_transfer,plus,current
0,16.2,37.65,1,1,0,2.15,month-to-month,none,electronic_check,basic,never
0,18.1,72.92,1,2,1,3.17,month-to-month,dsl,electronic_check,plus,current
0,14.2,122.75,3,1,0,4.5,month-to-month,fiber,bank_transfer,basic,current
0,5.2,124.18,1,1,0,1.76,month-to-month,fiber,electronic_check,premium,current
0,0.9,73.64,1,1,1,1.35,month-to-month,fiber,electronic_check,plus,past
0,7.7,39.44,2,1,0,2.8,one-year,dsl,electronic_check,basic,past
0,7.6,91.12,2,2,0,2.77,one-year,fiber,electronic_check,basic,never
0,43.9,34.84,3,4,0,0.07,two-year,dsl,electronic_check,basic,never
0,61.1,108.78,2,1,0,1.14,month-to-month,dsl,bank_transfer,plus,never
0,2.3,50.9,2,1,1,2.55,month-to-month,dsl,electronic_check,plus,current
0,4.0,52.69,1,4,0,1.76,month-to-month,fiber,bank_transfer,plus,past
0,19.2,12.69,2,3,1,2.22,two-year,dsl,electronic_check,basic,never
0,16.4,44.85,3,5,0,3.23,one-year,dsl,bank_transfer,basic,past
1,12.7,81.97,1,4,1,2.73,month-to-month,none,electronic_check,basic,past
0,14.6,88.5,0,2,0,1.83,month-to-month,none,electronic_check,basic,past
0,18.4,46.59,1,0,0,4.46,month-to-month,fiber,electronic_check,premium,never
0,4.4,58.48,2,2,0,3.18,month-to-month,fiber,credit_card,plus,current
0,3.9,67.03,1,1,0,0.51,one-year,none,electronic_check,premium,past
0,34.6,21.46,1,2,0,5.0,month-to-month,fiber,electronic_check,plus,past
0,13.9,93.14,1,2,0,1.66,one-year,fiber,credit_card,basic,never
0,3.4,77.73,2,1,1,0.57,month-to-month,dsl,bank_transfer,premium,past
0,9.8,105.52,3,1,0,2.96,one-year,fiber,electronic_check,basic,past
0,24.7,33.41,1,2,0,3.23,two-year,dsl,bank_transfer,basic,past
0,2.5,68.51,3,2,0,1.7,two-year,dsl,electronic_check,basic,past
0,34.1,66.63,1,1,0,3.56,month-to-month,fiber,electronic_check,plus,current
0,2.0,100.54,3,3,1,2.67,two-year,fiber,electronic_check,basic,current
1,6.1,62.54,1,1,0,2.65,month-to-month,fiber,electronic_check,basic,current
0,1.0,39.1,1,2,1,2.64,one-year,fiber,bank_transfer,plus,past
1,49.7,85.59,1,2,2,2.88,month-to-month,fiber,credit_card,basic,never
0,29.7,72.84,1,1,1,2.91,two-year,fiber,credit_card,basic,current
0,34.1,97.95,1,2,0,2.39,one-year,dsl,bank_transfer,plus,never
0,25.7,69.29,2,3,2,1.56,one-year,dsl,credit_card,basic,past
0,1.6,42.62,1,1,1,0.99,month-to-month,fiber,electronic_check,plus,past
0,45.6,64.69,2,3,0,1.26,month-to-month,fiber,bank_transfer,basic,never
0,18.4,68.3,1,1,0,4.17,month-to-month,none,electronic_check,basic,current
0,1.6,74.59,2,3,0,2.91,one-year,dsl,credit_card,basic,never
0,3.8,47.53,1,1,0,1.98,two-year,fiber,electronic_check,basic,never
0,41.8,42.87,1,4,1,2.09,one-year,none,electronic_check,plus,current
0,4.3,42.1,0,0,1,2.41,one-year,none,credit_card,plus,never
0,7.8,25.8,4,0,0,1.95,one-year,fiber,electronic_check,plus,past
0,20.0,77.23,1,1,0,2.1,two-year,fiber,electronic_check,plus,past
1,63.5,66.31,1,2,2,1.22,month-to-month,fiber,bank_transfer,basic,never
0,4.2,37.51,2,3,2,3.36,month-to-month,fiber,electronic_check,premium,never
0,24.9,61.79,2,3,1,1.01,month-to-month,dsl,credit_card,basic,past
0,8.0,82.43,2,3,1,2.71,month-to-month,fiber,electronic_check,basic,never
0,51.4,80.66,2,2,0,2.29,month-to-month,dsl,electronic_check,plus,never
0,2.4,66.42,4,1,0,3.33,month-to-month,fiber,electronic_check,basic,past
0,2.2,43.15,1,1,0,2.79,month-to-month,dsl,credit_card,plus,never
0,28.7,47.99,3,5,1,4.36,month-to-month,fiber,bank_transfer,basic,never
1,8.5,83.06,1,1,1,2.22,month-to-month,dsl,electronic_check,basic,current
0,39.7,84.55,1,1,0,3.44,one-year,fiber,bank_transfer,basic,past
0,36.5,65.44,1,2,1,2.36,month-to-month,none,credit_card,basic,past
0,19.9,79.03,1,2,2,3.32,one-year,fiber,bank_transfer,basic,current
0,6.8,51.63,1,2,2,1.02,one-year,dsl,electronic_check,plus,past
1,6.9,88.74,3,4,0,2.87,one-year,fiber,electronic_check,basic,current
0,29.9,82.97,4,2,0,4.22,one-year,fiber,credit_card,plus,past
0,18.2,62.93,2,3,0,3.06,month-to-month,fiber,bank_transfer,basic,current
0,40.3,65.21,2,3,1,2.21,two-year,none,credit_card,basic,current
0,6.0,63.77,4,0,0,4.25,month-to-month,fiber,electronic_check,plus,never
0,45.5,84.75,1,1,1,4.66,month-to-month,fiber,bank_transfer,basic,past
0,51.4,60.7,2,2,1,2.33,one-year,fiber,electronic_check,basic,never
0,9.5,31.47,2,3,1,0.6,two-year,fiber,bank_transfer,basic,current
0,16.9,77.05,1,2,1,0.94,month-to-month,fiber,bank_transfer,basic,past
0,18.6,41.05,1,2,1,4.61,one-year,fiber,credit_card,basic,current
0,24.0,37.58,2,2,0,2.42,two-year,dsl,electronic_check,basic,past
0,11.3,36.98,1,3,0,2.58,month-to-month,dsl,electronic_check,premium,never
0,34.4,74.54,1,2,1,3.02,month-to-month,fiber,credit_card,basic,never
0,41.1,64.28,2,1,1,3.23,two-year,fiber,electronic_check,basic,never
0,16.6,93.74,2,3,1,1.12,two-year,fiber,electronic_check,basic,never
0,26.9,89.28,2,2,1,2.22,month-to-month,fiber,electronic_check,plus,past
0,14.7,91.78,3,3,0,0.69,month-to-month,dsl,electronic_check,basic,never
1,41.4,77.87,2,3,1,0.94,month-to-month,fiber,electronic_check,plus,current
0,5.3,44.24,1,3,0,0.8,month-to-month,fiber,credit_card,basic,past
0,1.2,51.99,2,1,0,2.5,one-year,fiber,electronic_check,plus,never
0,9.7,60.82,3,1,1,2.32,month-to-month,fiber,electronic_check,basic,never
0,2.0,80.14,3,1,0,3.47,month-to-month,dsl,bank_transfer,basic,current
0,34.8,34.41,2,2,1,3.11,one-year,fiber,electronic_check,basic,past
0,22.9,106.61,2,2,1,2.48,two-year,fiber,credit_card,basic,current
0,5.5,49.75,2,1,1,0.62,month-to-month,dsl,bank_transfer,plus,past
1,14.2,51.05,1,3,1,3.33,month-to-month,dsl,credit_card,basic,never
1,1.2,101.57,2,0,0,2.37,month-to-month,none,electronic_check,plus,never
0,13.1,60.17,2,3,1,0.73,month-to-month,fiber,electronic_check,premium,past
0,32.7,97.21,2,1,0,2.2,one-year,fiber,electronic_check,basic,past
1,19.5,75.82,4,3,0,2.45,month-to-month,dsl,bank_transfer,plus,past
0,18.1,79.4,2,1,2,2.9,two-year,dsl,electronic_check,premium,past
0,3.4,70.72,1,1,1,0.29,two-year,none,credit_card,basic,never
0,71.0,40.81,4,4,0,3.04,month-to-month,fiber,bank_transfer,basic,never
0,22.3,21.18,2,2,0,0.15,month-to-month,dsl,credit_card,basic,past
0,8.1,59.77,1,2,0,2.82,month-to-month,fiber,credit_card,basic,current
0,2.0,92.97,3,1,1,3.94,two-year,dsl,electronic_check,premium,never
0,9.7,82.14,2,1,0,2.99,month-to-month,dsl,credit_card,plus,never
0,17.6,60.94,1,1,1,1.94,month-to-month,fiber,credit_card,basic,never
0,31.1,83.58,2,3,0,3.86,one-year,dsl,electronic_check,basic,past
0,5.7,49.77,0,2,0,3.82,two-year,none,electronic_check,premium,past
0,9.3,92.95,2,1,1,0.15,month-to-month,dsl,electronic_check,basic,past
0,18.7,104.43,2,2,1,1.28,month-to-month,dsl,electronic_check,basic,never
0,12.4,106.97,2,1,0,3.52,one-year,dsl,electronic_check,basic,past
0,8.7,78.32,2,0,1,2.18,one-year,fiber,credit_card,plus,never
0,15.6,85.21,3,2,4,0.6,month-to-month,fiber,electronic_check,plus,current
1,5.1,34.78,1,4,1,1.69,month-to-month,fiber,electronic_check,basic,past
0,10.7,125.63,2,5,0,4.4,two-year,dsl,credit_card,basic,never
0,1.5,142.48,2,3,1,0.48,two-year,dsl,electronic_check,basic,past
0,11.5,51.95,4,6,0,2.76,month-to-month,dsl,credit_card,basic,past
0,8.7,67.1,3,1,0,3.45,one-year,fiber,bank_transfer,plus,past
0,10.5,88.15,2,3,0,3.39,one-year,fiber,credit_card,basic,never
0,16.4,59.8,3,2,1,1.91,month-to-month,dsl,bank_transfer,premium,never
0,13.5,47.54,3,4,1,2.57,month-to-month,dsl,bank_transfer,basic,past
0,30.3,93.73,2,4,1,2.6,one-year,dsl,credit_card,basic,current
0,58.6,55.46,2,2,0,3.83,one-year,fiber,electronic_check,basic,never
0,3.7,85.72,0,0,1,0.0,one-year,none,bank_transfer,plus,past
1,1.5,25.02,1,3,0,0.85,one-year,fiber,credit_card,basic,past
0,4.3,80.71,2,2,1,0.6,month-to-month,fiber,electronic_check,plus,past
0,13.3,90.47,2,4,0,2.77,month-to-month,fiber,bank_transfer,plus,current
0,10.6,10.0,2,2,0,2.54,month-to-month,fiber,bank_transfer,basic,current
0,6.2,75.19,0,3,0,3.05,month-to-month,none,electronic_check,plus,never
0,72.0,54.43,2,1,1,4.38,one-year,fiber,credit_card,plus,never
0,5.3,71.59,3,1,0,0.63,one-year,fiber,bank_transfer,premium,past
0,8.5,89.04,2,2,0,4.23,month-to-month,fiber,credit_card,basic,current
0,11.8,44.87,1,2,0,3.19,one-year,dsl,credit_card,basic,past
0,0.3,56.67,1,3,1,3.36,month-to-month,fiber,bank_transfer,plus,never
0,19.7,32.35,1,3,1,3.19,one-year,none,electronic_check,basic,past
0,30.2,30.58,2,3,0,1.85,month-to-month,none,electronic_check,basic,never
0,2.4,32.52,2,4,1,2.76,month-to-month,fiber,bank_transfer,basic,current
0,15.0,103.2,1,1,1,2.25,one-year,dsl,bank_transfer,plus,current
1,19.3,86.37,2,4,1,4.03,month-to-month,dsl,electronic_check,basic,past
0,3.5,47.83,1,3,0,3.46,month-to-month,none,bank_transfer,basic,never
0,37.1,82.3,3,1,0,3.85,month-to-month,fiber,electronic_check,plus,never
0,20.5,61.28,4,5,1,1.99,two-year,fiber,bank_transfer,basic,current
0,3.6,81.98,2,1,0,1.21,month-to-month,fiber,electronic_check,basic,never
0,2.0,79.77,3,4,1,4.46,month-to-month,fiber,bank_transfer,basic,past
0,7.0,76.54,4,1,1,1.09,month-to-month,dsl,electronic_check,premium,never
0,20.5,46.49,2,4,0,4.69,month-to-month,fiber,bank_transfer,plus,past
0,13.3,51.5,2,3,1,1.22,month-to-month,dsl,bank_transfer,basic,past
0,40.5,93.2,2,5,0,2.0,two-year,dsl,electronic_check,basic,never
1,8.6,101.06,3,1,0,1.83,month-to-month,dsl,electronic_check,plus,never
0,20.5,64.03,3,2,0,3.13,two-year,dsl,electronic_check,basic,never
0,27.7,31.25,2,1,2,2.31,month-to-month,fiber,credit_card,premium,past
1,35.9,88.43,2,4,0,5.29,month-to-month,fiber,electronic_check,basic,past
0,0.0,74.03,1,3,1,1.78,month-to-month,dsl,bank_transfer,basic,current
0,17.8,120.34,2,2,3,2.75,month-to-month,dsl,credit_card,basic,past
1,31.0,92.49,1,1,1,3.15,month-to-month,none,credit_card,basic,never
0,0.4,22.75,2,1,1,4.03,one-year,fiber,electronic_check,basic,current
0,6.1,79.94,3,0,2,2.64,month-to-month,none,bank_transfer,premium,never
0,21.1,10.0,3,3,0,3.08,two-year,fiber,bank_transfer,basic,never
0,11.1,63.98,1,3,1,1.75,month-to-month,fiber,bank_transfer,basic,past
1,2.8,58.49,1,0,3,4.18,month-to-month,fiber,bank_transfer,plus,past
0,7.8,57.89,2,2,1,2.7,month-to-month,fiber,bank_transfer,basic,never
0,9.7,112.96,1,2,1,1.11,one-year,none,bank_transfer,plus,current
0,30.6,89.5,1,1,0,2.61,month-to-month,fiber,electronic_check,plus,never
1,8.0,74.48,1,0,2,3.74,month-to-month,dsl,electronic_check,premium,never
1,11.7,10.0,2,0,1,4.48,two-year,fiber,electronic_check,plus,never
0,18.0,91.21,2,1,0,3.04,one-year,fiber,electronic_check,basic,past
0,12.5,30.24,2,2,1,2.29,two-year,fiber,credit_card,plus,never
0,22.5,44.64,1,2,0,2.98,month-to-month,fiber,electronic_check,basic,never
1,0.6,127.96,2,6,0,3.12,month-to-month,fiber,electronic_check,basic,past
0,11.2,68.42,2,1,1,0.98,month-to-month,none,electronic_check,plus,never
0,27.9,92.59,3,2,0,1.04,month-to-month,dsl,electronic_check,premium,past
0,2.5,66.46,1,1,1,2.91,two-year,fiber,bank_transfer,plus,never
0,14.1,65.17,1,1,1,2.98,one-year,none,electronic_check,plus,never
0,12.8,90.79,3,3,0,0.51,one-year,dsl,bank_transfer,basic,never
0,17.0,50.19,2,4,2,0.05,month-to-month,dsl,electronic_check,basic,past
1,10.1,74.0,2,0,0,1.85,month-to-month,fiber,electronic_check,plus,never
0,12.6,75.69,2,1,0,2.78,month-to-month,fiber,credit_card,premium,never
0,16.4,47.29,2,1,0,2.66,month-to-month,fiber,electronic_check,plus,never
0,28.0,67.77,1,2,0,3.39,month-to-month,fiber,bank_transfer,basic,past
1,40.1,95.67,3,3,0,2.76,month-to-month,dsl,electronic_check,basic,past
0,19.0,31.59,1,2,2,0.35,month-to-month,none,bank_transfer,premium,never
0,16.6,66.36,0,5,0,1.95,two-year,none,electronic_check,basic,never
0,24.3,85.25,1,1,1,2.43,two-year,fiber,credit_card,plus,past
0,43.8,64.95,2,4,1,2.36,one-year,dsl,electronic_check,basic,never
0,72.0,80.18,2,4,0,0.14,month-to-month,dsl,electronic_check,plus,past
0,2.0,54.03,2,2,1,4.05,one-year,fiber,electronic_check,basic,past
1,40.0,78.9,3,5,0,0.91,month-to-month,fiber,electronic_check,plus,current
0,6.4,66.83,3,2,2,1.8,month-to-month,dsl,bank_transfer,basic,past
0,14.8,65.4,2,1,0,4.41,two-year,fiber,bank_transfer,basic,past
1,51.2,93.02,1,2,0,2.6,month-to-month,fiber,electronic_check,basic,current
0,4.7,68.28,3,1,0,2.82,one-year,fiber,credit_card,basic,never
1,18.3,122.4,1,3,0,2.06,one-year,fiber,electronic_check,basic,past
1,13.2,83.5,3,2,0,1.54,month-to-month,fiber,electronic_check,plus,never
0,19.8,24.71,2,4,0,3.22,month-to-month,dsl,credit_card,basic,past
0,5.1,50.49,2,1,0,4.94,one-year,fiber,electronic_check,basic,past
1,53.8,56.36,1,1,0,1.01,month-to-month,none,electronic_check,basic,never
0,1.5,60.47,2,3,3,0.7,month-to-month,dsl,bank_transfer,plus,past
0,4.8,72.28,2,2,0,2.74,one-year,fiber,bank_transfer,basic,past
1,50.4,81.32,4,1,0,4.53,one-year,fiber,bank_transfer,basic,never
0,8.9,87.04,3,3,1,2.02,one-year,fiber,electronic_check,basic,past
0,1.1,42.79,1,2,1,2.73,month-to-month,none,bank_transfer,basic,never
0,29.4,94.83,3,2,0,3.51,month-to-month,fiber,electronic_check,basic,past
1,14.6,109.63,1,1,0,0.98,month-to-month,dsl,bank_transfer,plus,past
0,40.9,67.26,3,2,2,1.85,two-year,fiber,bank_transfer,plus,past
1,70.4,129.16,1,2,1,1.31,month-to-month,dsl,electronic_check,basic,never
0,33.5,88.15,2,4,1,0.52,one-year,dsl,electronic_check,basic,past
0,50.6,34.48,3,2,0,4.5,month-to-month,fiber,credit_card,basic,never
0,11.0,106.12,3,1,1,5.12,one-year,fiber,electronic_check,plus,current
0,5.5,65.5,4,2,1,2.06,two-year,dsl,electronic_check,basic,never
0,16.6,21.67,1,0,0,0.0,two-year,none,credit_card,premium,past
0,7.0,59.56,2,1,1,1.0,month-to-month,fiber,electronic_check,basic,never
0,2.5,74.87,1,3,0,3.23,month-to-month,none,bank_transfer,basic,never
1,2.4,69.53,1,2,0,2.69,month-to-month,none,bank_transfer,basic,never
0,3.1,90.22,3,4,1,3.34,month-to-month,fiber,electronic_check,basic,past
0,6.6,68.85,4,2,2,1.01,month-to-month,fiber,electronic_check,basic,never
0,24.1,18.67,3,3,0,2.52,month-to-month,fiber,credit_card,basic,never
0,14.6,31.1,0,1,0,3.07,two-year,none,credit_card,plus,never
0,1.3,108.59,1,1,0,2.32,one-year,fiber,bank_transfer,basic,current
0,13.7,69.93,2,0,1,3.69,month-to-month,dsl,credit_card,premium,current
1,33.5,60.19,1,3,1,1.47,month-to-month,none,credit_card,basic,past
1,17.0,127.54,1,2,1,1.07,month-to-month,dsl,bank_transfer,basic,never
0,7.1,74.01,2,1,1,3.3,month-to-month,fiber,bank_transfer,plus,never
0,15.9,113.8,2,1,0,1.89,one-year,dsl,credit_card,plus,current
0,1.0,70.06,2,0,1,3.47,month-to-month,fiber,electronic_check,plus,current
0,16.6,36.62,4,3,3,3.2,month-to-month,fiber,credit_card,basic,past
0,35.9,79.18,1,2,1,3.77,one-year,dsl,electronic_check,basic,never
0,14.8,93.14,1,3,2,2.72,one-year,dsl,credit_card,basic,past
0,0.7,92.17,2,1,0,0.19,month-to-month,dsl,bank_transfer,premium,past
0,43.0,45.2,0,5,1,4.18,month-to-month,none,bank_transfer,basic,never
0,4.9,110.88,2,2,0,0.51,one-year,dsl,electronic_check,plus,never
0,1.1,76.18,1,3,0,1.9,month-to-month,fiber,bank_transfer,basic,never
1,11.1,81.16,1,5,1,1.4,month-to-month,dsl,electronic_check,basic,current
0,9.3,52.41,2,2,1,2.6,month-to-month,dsl,credit_card,plus,never
0,42.3,82.66,3,3,0,1.88,one-year,dsl,electronic_check,basic,never
1,7.1,75.46,2,0,0,0.77,month-to-month,fiber,electronic_check,plus,never
0,11.7,34.2,3,3,0,3.11,two-year,fiber,credit_card,basic,current
0,4.3,71.46,1,0,0,1.75,one-year,none,credit_card,premium,past
0,11.4,119.6,3,1,2,4.11,month-to-month,fiber,electronic_check,premium,never
0,33.8,59.68,2,1,1,2.14,month-to-month,fiber,electronic_check,plus,never
0,7.6,30.73,3,2,2,1.81,one-year,dsl,electronic_check,basic,never
1,50.4,60.22,1,2,1,2.66,month-to-month,dsl,credit_card,basic,never
0,47.2,78.44,1,1,0,2.64,month-to-month,none,electronic_check,basic,never
0,72.0,84.08,1,0,0,2.1,one-year,none,bank_transfer,plus,past
0,18.6,76.71,2,3,0,1.38,month-to-month,fiber,electronic_check,basic,past
0,13.9,40.25,1,2,0,3.66,one-year,fiber,bank_transfer,plus,past
0,4.9,104.05,1,1,0,1.9,month-to-month,none,bank_transfer,plus,past
0,2.0,60.11,2,2,2,1.05,two-year,fiber,electronic_check,plus,past
0,33.9,79.2,1,2,2,1.41,month-to-month,dsl,credit_card,basic,never
0,6.0,74.53,2,1,0,2.85,month-to-month,dsl,electronic_check,premium,past
0,51.5,66.05,2,3,2,3.87,two-year,fiber,credit_card,basic,never
0,11.2,83.43,1,2,0,3.6,two-year,fiber,electronic_check,basic,past
0,19.8,91.68,1,3,0,1.53,month-to-month,fiber,electronic_check,basic,never
0,2.9,84.33,2,6,0,3.02,month-to-month,fiber,electronic_check,basic,never
0,3.3,60.58,1,0,0,0.52,two-year,dsl,credit_card,plus,past
1,32.1,83.98,3,1,0,3.78,month-to-month,fiber,electronic_check,basic,current
0,48.9,68.24,4,0,1,3.1,month-to-month,fiber,bank_transfer,premium,never
1,7.8,40.96,1,2,2,1.99,one-year,fiber,credit_card,basic,past
0,21.3,79.82,1,2,3,2.26,one-year,dsl,electronic_check,basic,past
0,8.3,68.53,3,3,0,2.21,month-to-month,fiber,credit_card,basic,current
0,49.1,72.33,1,4,1,2.47,two-year,dsl,bank_transfer,basic,current
1,31.6,63.41,3,7,0,2.66,two-year,fiber,credit_card,basic,current
1,4.4,54.14,3,2,0,4.16,month-to-month,fiber,electronic_check,plus,past
0,4.2,67.83,2,1,1,3.59,two-year,fiber,credit_card,basic,past
0,9.3,72.91,3,1,0,3.31,month-to-month,fiber,electronic_check,basic,past
0,14.6,72.75,0,1,0,2.04,month-to-month,none,electronic_check,basic,past
1,12.6,91.71,2,3,0,2.4,month-to-month,dsl,electronic_check,basic,current
1,5.0,76.04,2,2,1,1.34,month-to-month,fiber,bank_transfer,plus,never
0,17.1,64.88,1,0,1,0.0,two-year,dsl,electronic_check,plus,never
0,7.4,74.27,3,2,2,2.98,two-year,fiber,electronic_check,plus,past
1,8.2,76.52,1,5,3,1.15,month-to-month,fiber,credit_card,basic,current
0,9.3,17.2,2,3,0,2.32,month-to-month,fiber,electronic_check,plus,past
0,1.3,43.8,2,4,1,2.49,month-to-month,none,electronic_check,plus,past
0,11.8,83.35,2,6,0,2.62,month-to-month,dsl,electronic_check,plus,current
1,4.4,82.72,2,2,1,3.77,month-to-month,fiber,bank_transfer,basic,never
0,3.1,40.23,2,0,1,2.81,month-to-month,dsl,bank_transfer,plus,current
0,32.8,61.26,2,2,1,2.38,two-year,fiber,electronic_check,basic,current
0,72.0,80.26,0,2,2,4.25,two-year,none,credit_card,basic,never
0,22.6,48.58,0,3,0,1.62,month-to-month,none,electronic_check,plus,past
0,13.6,87.06,1,5,0,2.55,month-to-month,none,electronic_check,basic,never
0,35.2,59.72,2,3,2,2.29,month-to-month,dsl,bank_transfer,premium,never
0,10.2,67.11,3,2,0,0.88,one-year,fiber,electronic_check,plus,never
1,72.0,95.6,2,2,1,1.37,month-to-month,fiber,credit_card,basic,never
0,31.9,87.76,1,3,1,1.58,one-year,dsl,credit_card,basic,past
0,1.0,62.08,1,3,0,3.54,month-to-month,fiber,credit_card,basic,never
0,9.7,92.63,3,1,1,1.59,month-to-month,dsl,bank_transfer,plus,never
1,5.8,65.74,2,3,0,3.19,month-to-month,fiber,electronic_check,basic,past
0,16.0,56.13,2,4,0,1.88,two-year,dsl,electronic_check,basic,past
0,72.0,103.53,2,0,0,4.2,month-to-month,fiber,electronic_check,plus,past
0,3.4,37.01,3,3,1,4.33,month-to-month,dsl,electronic_check,basic,past
0,3.9,59.22,1,1,0,2.85,one-year,fiber,credit_card,premium,never
0,11.4,56.3,1,1,0,1.48,one-year,none,credit_card,plus,never
0,45.5,70.93,2,4,0,0.85,month-to-month,dsl,electronic_check,plus,current
0,21.7,74.07,2,1,0,3.81,two-year,fiber,credit_card,basic,current
0,33.6,80.56,2,5,0,2.01,month-to-month,fiber,electronic_check,basic,past
0,7.8,60.91,3,2,0,2.01,two-year,fiber,electronic_check,plus,current
0,41.2,44.89,1,6,0,1.85,month-to-month,dsl,electronic_check,basic,past
0,37.9,104.69,3,2,0,2.57,month-to-month,fiber,electronic_check,plus,current
0,10.7,67.5,3,0,0,3.12,month-to-month,fiber,electronic_check,plus,never
0,4.9,35.25,1,3,1,3.37,one-year,fiber,credit_card,plus,never
0,33.8,84.98,3,2,0,3.2,two-year,fiber,bank_transfer,basic,past
0,37.2,82.01,1,1,1,3.78,month-to-month,dsl,electronic_check,basic,never
